(0,8288)	12559	13330	7008	14082	8324	8280	4607	14930	4967	6680	8434	6217	3804	13254	4922	10926	8231	11156	11197	9498	4423	9361	5119	11084	12547	7617	11131	5736	9602	4055	4073	5984	7229	12800	7571	5155	14139	9179	5962	7637	4059	11584	7482	12643	11731	14146	4521	4233	4785	14544	3743	7962	4673	10215	5264	5358	5470	4695	10400	10027	11153	12368	6672	5820	14997	4211	14144	12603	7097	7765	12780	4431	8729	6128	9515	12712	7141	11852	4876	11685	7041	10693	5127	4159	5396	10804	14276	11104	13796	14106	4068	5960	12795	9294	8484	10587	4772	4255	5649
(96,8142)	6827	13863	12604	5589	7982	12889	14541	10829	7400	3993	6568	7181	10453	14918	11485	12900	13755	12332	13276	5622	8095	13165	5891	6518	9847	14500	5171	3761	11415	13011	7409	9867	11493	6817	11229	4822	10703	12283	4354	14345	12790	7768	5325	6593	11803	5326	8469	5641	11839	12474	10919	7451	5391	12530	11481	13922	13707	11635	12907	10490	10650	5911	7763	11410	8686	9101	9752	12068	5665	12017	4975	5124	8528	5682	5211	7292	6133	9342	13754	11773	6725	6724	15014	9340	13962	11843	12468	13723	8311	14129	7871	8979	8042	5892	10526	9024	14664	4637	6019
(237,4297)	13421	7899	7298	10814	5514	8712	7533	13528	11172	12465	12198	10687	6786	12374	12153	6106	10083	10300	11516	14726	4575	6273	6701	9971	13139	14204	7987	8720	8109	6998	9805	10273	7135	14173	9287	8945	14982	6051	6624	14755	12112	3857	8068	11645	14562	11373	6494	11000	12508	9523	6004	10863	13214	7852	14509	14037	9879	6091	9826	6849	10170	9326	5840	9793	12674	4170	10630	5273	5098	8659	7763	9651	9786	7664	14858	7552	11899	12152	9521	14527	5893	7539	6778	14737	14307	8856	14097	12949	5199	14158	7780	9723	7982	11232	12258	8987	7608	6471	4800
(237,8357)	7190	12795	13957	5689	9395	6552	14646	4923	9649	12973	6918	6295	13708	3836	9907	13386	12167	12220	11240	8574	14435	8299	9801	6204	14663	14609	4645	14916	11006	6012	8689	7547	12461	5769	12191	10680	5983	14844	4789	5247	7750	10501	5490	5471	5773	6704	4434	13710	4437	9342	14512	4269	11144	12990	14040	6862	4405	12246	10155	7521	4516	12067	6139	12076	13071	7287	13866	4153	10913	8877	12519	5614	10285	13661	9079	6452	11917	13965	5026	6952	9763	14204	7056	13093	5857	9250	9320	7182	13412	11824	4389	11094	4240	10653	8663	10055	4428	9168	7820
(250,4843)	14267	6026	3943	12385	9496	14101	14431	12683	4243	8509	7718	14006	7188	13670	7763	13342	7752	14246	6306	8774	7937	5978	4715	6915	3902	4621	11462	11898	6873	14753	11077	8292	8913	13680	11772	7477	5908	13351	7910	9586	11912	10990	4024	3956	9038	11802	6038	12251	9569	10769	6576	10088	6543	11608	11935	10716	8361	12780	8543	10425	4950	7888	9151	5855	12155	7387	9619	14332	5536	8364	7139	9359	4184	7914	14146	4402	13434	10169	5625	10743	8578	8009	9252	11779	5541	5708	13444	5543	14812	12511	6082	9900	12566	7452	8977	12733	8879	6305	14026
(364,6971)	9109	8365	6821	14471	5481	10724	5474	9136	14202	9914	8268	5746	13860	12205	4922	3737	6986	12428	5260	6503	6795	9935	5488	11992	8063	12452	10361	5093	6723	8922	5384	14394	7936	4381	12139	13052	6393	14714	3852	5096	13409	7049	6131	12485	4188	11198	9977	11332	14708	3867	7174	5845	12863	8245	14468	8867	6022	3877	14434	14590	8416	4451	8174	13508	8223	5439	6898	12418	5499	4779	3898	7259	11248	5664	12747	5759	14618	9556	14243	12932	4238	13331	14807	5009	4677	14012	14277	7359	3780	14515	8085	10085	5612	9962	7993	13105	8845	8503	14756
(364,11551)	6145	11904	13769	8060	3964	9278	6189	6111	8029	13379	12628	13921	12750	7764	6242	7639	12593	13899	11973	9327	5938	4694	5705	10006	13142	14180	11284	7599	6961	12052	13754	6868	7428	12604	4706	8084	6320	11239	13491	7349	6473	3902	10105	7884	11743	8198	13443	9943	13620	10566	7590	9495	7165	13299	13597	6129	11519	9157	10836	14982	8472	9207	12935	9189	9750	4045	3790	5846	9410	3835	7597	13879	12841	9296	13637	9891	7541	8098	9395	13602	11579	7477	10453	10373	13362	8042	11782	11988	14898	12903	8945	13882	7034	12842	7614	6518	6341	11023	8427
(435,7929)	5219	14689	9233	3996	9230	8193	8618	10487	13645	5606	6733	13878	8502	5836	10441	12750	10103	3758	5349	8459	3921	10005	12029	12486	12241	6002	5797	9219	6536	7234	7243	4529	5369	10308	5073	8613	5018	7421	7109	10011	7749	8103	7314	9407	9118	11715	6182	14796	13406	5321	4837	13055	14174	4152	5956	10375	4795	5393	11143	9383	14181	8883	5327	7810	8002	13149	7442	11786	14971	5312	11881	14575	11738	5862	8806	4554	6683	7664	6748	13470	14108	10586	14978	14165	8089	6792	9294	11811	13790	11403	6020	7784	7684	14434	5301	8528	13574	7545	4065
(435,8770)	11258	12604	5637	11679	13529	13136	10199	14198	13284	4035	14397	13521	8343	12628	6314	3922	13166	7207	13285	8658	14851	6771	7017	13023	7223	5300	14235	4249	13295	14333	7271	5333	9901	11680	7749	4199	4032	4246	14616	14703	6039	7756	14501	8240	9757	13837	6996	7996	11489	14890	9526	4154	7482	11493	9836	5386	10492	12797	11330	9665	9248	8681	6310	14783	4050	10735	12395	9993	6893	7631	4988	4843	5925	11357	4826	13531	10414	7086	10934	5027	3753	12530	4401	6324	6239	12522	6781	6649	9139	13667	12374	13594	13938	14403	12185	8563	9505	12416	10962
(435,12381)	8351	11987	6405	10639	7977	6401	7829	4750	8477	12087	8616	7300	10844	6951	4835	14480	10053	4034	11577	12700	13919	4591	8332	4734	8829	14416	5409	9757	12108	8880	15006	5924	6870	8472	8811	14168	9602	5393	6722	5454	5443	7140	9735	7036	10459	4468	7564	3977	9567	12574	12139	6244	10597	11744	13495	6590	14897	11870	7412	9709	14671	9073	6080	10545	13648	11534	8924	12997	9531	6925	10805	7888	5293	4912	4599	15009	12593	12204	8545	8382	14454	13101	6508	12155	12006	14630	11159	11402	6943	7596	5747	8461	14148	14691	11357	11303	13318	11998	13572
(487,13947)	6766	6934	11860	9825	9385	8639	10153	15001	8048	9013	5212	11439	8819	8090	7681	13336	7244	10228	4204	11978	5617	4110	5650	5595	7585	7714	5502	5274	9267	10348	12402	10052	13521	8035	6489	14531	4353	8739	9951	13672	10814	14745	4137	11028	13840	6790	11487	5763	11371	13385	10442	8771	8599	11800	6213	12632	4651	6939	10202	6291	13151	14313	9158	5691	12545	4783	14141	14224	13395	11891	14236	13439	14369	13734	10567	5424	9747	13660	8410	7887	8592	12392	13892	6540	8670	13037	14290	9075	13685	4130	5614	4805	9494	7402	7368	9365	4705	10811	10725
