(0,4568)	8839	9610	3288	10362	4604	4560	887	11210	1247	2960	4714	2497	84	9534	1202	7206	4511	7436	7477	5778	703	5641	1399	7364	8827	3897	7411	2016	5882	335	353	2264	3509	9080	3851	1435	10419	5459	2242	3917	339	7864	3762	8923	8011	10426	801	513	1065	10824	23	4242	953	6495	1544	1638	1750	975	6680	6307	7433	8648	2952	2100	11277	491	10424	8883	3377	4045	9060	711	5009	2408	5795	8992	3421	8132	1156	7965	3321	6973	1407	439	1676	7084	10556	7384	10076	10386	348	2240	9075	5574	4764	6867	1052	535	1929
(7,7126)	2683	4306	5589	10657	72	10302	8055	749	6202	8627	6384	10285	2911	9711	2889	5736	3297	7924	4888	9076	7171	7502	3485	9617	9170	88	5333	6935	10956	2398	71	9026	10179	6262	2317	3938	588	2477	11023	6705	10316	2843	7690	1870	5515	3912	4465	9283	5393	4734	6573	3238	7430	10751	756	1540	2	8066	6537	5253	6830	9781	2491	4983	9748	3751	6405	8064	834	7348	7610	6099	9152	7978	5803	5133	352	9871	937	5672	1348	8037	4256	6198	3156	8284	3313	1391	7761	9905	5983	750	3601	743	7411	227	3890	9740	6481
(7,10982)	6118	641	5110	5629	9822	10348	1063	1654	2643	9511	6232	4509	10088	9838	2437	6767	8105	11163	5018	8633	9065	443	9105	334	3759	3050	4817	10723	6544	7141	10292	595	114	6420	5075	5940	8318	9594	6568	4339	7265	9069	8079	9380	6103	10870	128	10739	5120	2633	9815	7476	5288	9088	1166	3665	4103	7025	7302	11058	5086	1251	4169	1129	5493	1112	6586	10819	79	661	8802	7424	5792	10346	8223	7946	4287	98	8639	11000	4898	10134	6647	1031	4989	7170	6387	10649	7271	7754	8137	6337	2102	6850	6147	8672	4769	1767	7516
(7,7092)	5954	6586	6034	5706	7132	5028	5964	1727	7542	2837	10570	5275	9768	4858	6044	9118	1137	7437	4352	4789	330	2359	3038	9249	9968	1896	9201	2032	4689	11122	403	1520	7916	7814	11034	1892	678	10031	1310	10674	5095	543	1265	950	5187	7804	4929	120	4893	7025	5065	4579	7994	8800	10878	2685	3467	3827	6728	10265	10865	262	7783	5780	3345	9734	973	2736	8426	1321	10054	10434	9080	8037	3846	3646	7299	8051	5193	10644	10577	6788	10006	917	3262	3845	5721	1814	586	10836	10040	606	944	9776	10827	2380	2725	3914	911
(7,534)	8499	5559	10709	10482	970	6297	946	7203	4958	6623	8735	8072	5608	7081	9178	9283	6403	7951	7432	3710	108	1499	7399	7892	8325	7750	8135	10448	8442	1370	8629	6864	7149	2977	7662	7698	4715	5965	9302	385	3066	10461	10949	1794	6524	271	1268	6263	10630	4468	7588	6301	9507	7377	878	2036	2148	9379	1545	9927	10408	4509	784	5166	5783	4914	2133	10733	7834	10306	7937	10352	5225	3232	6156	3378	4222	7545	9878	2437	8811	355	4872	5325	8087	2988	7414	5057	7673	11017	2544	860	2342	4663	6294	1685	10067	5717	8210
(137,9876)	4084	8173	11141	5425	10187	6412	6912	7642	2086	9594	3844	10588	7288	220	7897	2693	9171	1975	1887	2114	272	1974	7183	8362	384	3093	2082	2199	4042	1443	7281	8217	2246	7429	10880	6862	10147	10546	7926	11108	2607	10068	380	8953	6529	10550	9129	1090	3726	10435	1123	7104	4935	751	7878	2976	2446	8958	9205	9211	1463	10619	2165	9500	2551	11290	4339	10811	5918	11015	1439	1039	9244	2088	1175	173	458	332	1667	4857	2361	6076	6205	8330	3361	6925	11062	10578	9428	7606	2282	2225	375	6416	7371	6564	5669	1794	2916
(177,3692)	11232	4599	8638	3536	8146	4111	1489	263	7417	10312	4200	10971	10519	2241	1199	8253	4733	2761	5528	6855	3408	3358	3677	5481	1994	4932	5913	5316	1737	924	1072	2015	7575	753	6023	5790	1076	2396	6045	6079	7972	11189	10231	1603	6267	4690	6355	7185	5758	7172	10440	1018	4601	94	10266	4387	8392	4921	4875	6173	1706	3591	6367	11013	10475	1880	9898	327	1322	11212	10539	8727	5634	1217	3480	5832	5318	3144	7463	8689	5675	8467	9382	6675	3765	8743	5374	3719	11095	6072	6601	3058	7082	6690	4837	5120	8849	3891	2090
(177,9843)	6615	1098	7817	8908	5764	4823	3236	4634	4768	7647	2305	9432	118	5813	484	10413	2513	6392	1149	8299	7455	10728	7913	127	430	6371	9555	2435	7701	3916	1801	3900	737	907	779	3253	782	7939	7950	6715	1927	8097	3493	2681	7606	4661	290	7763	7955	8282	5698	7434	3882	702	1134	116	2265	10975	5214	3060	3499	7224	1209	8699	8104	3667	1676	4591	4514	3856	1690	11279	5408	6094	6135	7703	6914	9217	10270	8170	5494	3206	5375	9292	10306	5222	2043	934	7039	8327	10756	6693	3700	2831	3968	6006	7342	955	5402
(177,4636)	9172	5204	8649	6994	1668	9706	4911	4589	3937	7604	2640	8533	10945	10899	7262	4335	4625	3017	9550	132	2471	8176	302	9167	7942	8297	1725	9533	8318	3961	5393	10119	8095	946	5332	8518	6677	9025	3949	9502	8731	8384	3804	9474	5048	7397	834	9032	7146	420	10794	4783	1833	6765	564	9615	2992	5237	11082	8043	9851	4064	6880	4801	10352	3705	5029	2208	2163	7108	8522	4345	4645	486	2051	6245	10034	5815	4121	9943	258	7282	6435	5216	1800	11075	3548	9174	3536	6082	4247	234	8473	4470	812	1958	353	1669	5297
(177,4045)	11162	3040	4694	2598	5158	10805	11238	10278	5014	6258	8626	5793	289	1139	4449	10511	4854	2547	5295	5683	448	86	2528	1039	8158	2349	8797	2864	8421	9367	4413	1602	3957	4815	2115	7500	434	7439	9785	3648	6234	5296	7775	9796	3366	9876	2790	4837	6676	110	1845	5907	689	4759	5393	9462	4496	4985	4839	373	11014	7907	9487	9507	1179	4744	2682	888	6831	4730	8300	2734	3330	4583	3424	6583	10131	3211	3464	7839	10819	1271	8726	5947	7184	5231	1454	5242	2776	6267	9678	720	6898	6476	7264	6812	980	2793	4866
